SEI Model,Initial SOC,Days,Voltage Before (V),Voltage After (V),Delta V (V),SEI Thickness (m),Loss of Lithium Inventory (%),SEI rxn rate
interstitial-diffusion limited,0.3,8,3.6970511638208867,3.697051157001691,6.819195874641082e-09,5.000245531285812e-09,3.3709118270053295e-06,0.0
interstitial-diffusion limited,0.3,9,3.6970511638208867,3.6970511560764354,7.744451302471589e-09,5.000276221842446e-09,3.7922617366348277e-06,0.0
interstitial-diffusion limited,0.3,10,3.6970511638208867,3.697051155164877,8.65600968680269e-09,5.000306912209888e-09,4.213623469695449e-06,0.0
interstitial-diffusion limited,0.3,11,3.6970511638208867,3.6970511544465614,9.374325316002796e-09,5.000337602388256e-09,4.634977230466575e-06,0.0
interstitial-diffusion limited,0.3,12,3.6970511638208867,3.697051153726361,1.0094525659809506e-08,5.000368292379991e-09,5.056369602129962e-06,0.0
interstitial-diffusion limited,0.3,13,3.6970511638208867,3.697051152642593,1.1178293846114684e-08,5.000398982175462e-09,5.477670853792915e-06,0.0
interstitial-diffusion limited,0.3,14,3.6970511638208867,3.69705115175483,1.206605659831439e-08,5.000429671784783e-09,5.8989940185938394e-06,0.0
interstitial-diffusion limited,0.3,15,3.6970511638208867,3.697051150825451,1.2995435838547564e-08,5.000460361205281e-09,6.32035204262138e-06,0.0
interstitial-diffusion limited,0.3,16,3.6970511638208867,3.697051150201476,1.3619410932363962e-08,5.000491050434558e-09,6.74165870861998e-06,0.0
interstitial-diffusion limited,0.3,17,3.6970511638208867,3.6970511493400506,1.448083608579509e-08,5.000521739478511e-09,7.163059706272179e-06,0.0
interstitial-diffusion limited,0.3,18,3.6970511638208867,3.6970511483869934,1.543389327451905e-08,5.0005524283216285e-09,7.584317302189447e-06,0.0
interstitial-diffusion limited,0.3,19,3.6970511638208867,3.6970511478585877,1.5962299038108085e-08,5.000583116988364e-09,8.005666586541338e-06,0.0
interstitial-diffusion limited,0.3,20,3.6970511638208867,3.6970511468041467,1.7016740017083976e-08,5.000613805460212e-09,8.426989936083373e-06,0.0
interstitial-diffusion limited,0.3,21,3.6970511638208867,3.697051145941745,1.7879141722687564e-08,5.000644493740639e-09,8.848299586361463e-06,0.0
interstitial-diffusion limited,0.3,22,3.6970511638208867,3.697051147848391,1.5972495770455453e-08,5.000675181832925e-09,9.269509746445692e-06,0.0
interstitial-diffusion limited,0.3,23,3.6970511638208867,3.697051144154189,1.9666697603781813e-08,5.00070586972835e-09,9.690959558383838e-06,0.0
interstitial-diffusion limited,0.3,24,3.6970511638208867,3.6970511431117625,2.070912419327442e-08,5.000736557442773e-09,1.0112255438343709e-05,0.0
interstitial-diffusion limited,0.3,25,3.6970511638208867,3.697051142511002,2.1309884523645906e-08,5.00076724496806e-09,1.0533594064554563e-05,0.0
interstitial-diffusion limited,0.3,26,3.6970511638208867,3.6970511415361904,2.228469631049279e-08,5.000797932302644e-09,1.0954890726111444e-05,0.0
interstitial-diffusion limited,0.3,27,3.6970511638208867,3.69705114093438,2.2886506911845572e-08,5.0008286194507935e-09,1.1376177212696348e-05,0.0
interstitial-diffusion limited,0.3,28,3.6970511638208867,3.6970511393819243,2.4438962409334408e-08,5.000859306403294e-09,1.1797404397384526e-05,0.0
interstitial-diffusion limited,0.3,29,3.6970511638208867,3.6970511387417515,2.5079135212990877e-08,5.0008899931756864e-09,1.2218788739914999e-05,0.0
interstitial-diffusion limited,0.3,30,3.6970511638208867,3.6970511382707425,2.555014422256363e-08,5.0009206797454e-09,1.2640076135994605e-05,0.0
interstitial-diffusion limited,0.3,31,3.6970511638208867,3.697051137373899,2.644698771092635e-08,5.000951366121835e-09,1.306139327539313e-05,0.0
interstitial-diffusion limited,0.3,32,3.6970511638208867,3.697051136509717,2.7311169770172228e-08,5.000982052340468e-09,1.3482782122764547e-05,0.0
interstitial-diffusion limited,0.3,33,3.6970511638208867,3.6970511355623277,2.8258559048310872e-08,5.001012738337421e-09,1.3903944875437446e-05,0.0
interstitial-diffusion limited,0.3,34,3.6970511638208867,3.6970511346514363,2.916945041064878e-08,5.001043424148081e-09,1.432524507549715e-05,0.0
interstitial-diffusion limited,0.3,35,3.6970511638208867,3.6970511337937264,3.00271603137503e-08,5.001074109774971e-09,1.4746557667422167e-05,0.0
interstitial-diffusion limited,0.3,36,3.6970511638208867,3.697051133203471,3.0617415713862783e-08,5.0011047952165244e-09,1.5167729984000289e-05,0.0
interstitial-diffusion limited,0.3,37,3.6970511638208867,3.6970511320896655,3.17312212061438e-08,5.001135480454804e-09,1.5589094289225613e-05,0.0
interstitial-diffusion limited,0.3,38,3.6970511638208867,3.6970511313354484,3.2485438339335815e-08,5.0011661655177085e-09,1.6010365072816057e-05,0.0
interstitial-diffusion limited,0.3,39,3.6970511638208867,3.69705113045333,3.3367556717678326e-08,5.001196850404045e-09,1.6431664136007385e-05,0.0
interstitial-diffusion limited,0.3,40,3.6970511638208867,3.697051129533354,3.4287532812982136e-08,5.001227535071451e-09,1.6852909652698145e-05,0.0
interstitial-diffusion limited,0.3,41,3.6970511638208867,3.6970511292131256,3.460776110131292e-08,5.001258219577621e-09,1.7274189232807657e-05,0.0
interstitial-diffusion limited,0.3,42,3.6970511638208867,3.6970511278976814,3.5923205299326355e-08,5.001288903865747e-09,1.7695426095087896e-05,0.0
interstitial-diffusion limited,0.3,43,3.6970511638208867,3.697051127041524,3.677936266655024e-08,5.001319588008748e-09,1.811675770113652e-05,0.0
interstitial-diffusion limited,0.3,44,3.6970511638208867,3.697051126420337,3.74005497683072e-08,5.001350271889413e-09,1.8538053979000324e-05,0.0
interstitial-diffusion limited,0.3,45,3.6970511638208867,3.6970511259503818,3.787050495418498e-08,5.001380955654143e-09,1.8959222018111177e-05,0.0
interstitial-diffusion limited,0.3,46,3.6970511638208867,3.697051123951163,3.9869723522656386e-08,5.001411639166422e-09,1.938046133886928e-05,0.0
interstitial-diffusion limited,0.3,47,3.6970511638208867,3.69705112363119,4.0189696903780714e-08,5.001442322526636e-09,1.980177852090037e-05,0.0
interstitial-diffusion limited,0.3,48,3.6970511638208867,3.6970511223515303,4.1469356393264434e-08,5.001473005704584e-09,2.022302409443455e-05,0.0
interstitial-diffusion limited,0.3,49,3.6970511638208867,3.697051121853967,4.196691971714017e-08,5.001503688665449e-09,2.064422561431911e-05,0.0
interstitial-diffusion limited,0.3,50,3.6970511638208867,3.6970511205760874,4.324479929707081e-08,5.0015343714325495e-09,2.106547887592569e-05,0.0
interstitial-diffusion limited,0.3,51,3.6970511638208867,3.6970511202914276,4.3529459148317073e-08,5.001565054044145e-09,2.1486751620614086e-05,0.0
interstitial-diffusion limited,0.3,52,3.6970511638208867,3.697051118881286,4.493960092943894e-08,5.001595736427688e-09,2.1908033687623174e-05,0.0
interstitial-diffusion limited,0.3,53,3.6970511638208867,3.6970511180255823,4.579530443749036e-08,5.001626418664441e-09,2.2329236102791583e-05,0.0
interstitial-diffusion limited,0.3,54,3.6970511638208867,3.697051117544897,4.6275989706856535e-08,5.001657100717183e-09,2.275051443234588e-05,0.0
interstitial-diffusion limited,0.3,55,3.6970511638208867,3.697051117485655,4.6335231651539743e-08,5.001687782548107e-09,2.3171739158556193e-05,0.0
interstitial-diffusion limited,0.3,56,3.6970511638208867,3.6970511172072444,4.6613642279424994e-08,5.001718464247325e-09,2.3593031073687598e-05,0.0
interstitial-diffusion limited,0.3,57,3.6970511638208867,3.6970511155038257,4.831706101882105e-08,5.001749145663255e-09,2.4014175608044752e-05,0.0
interstitial-diffusion limited,0.3,58,3.6970511638208867,3.697051114325855,4.949503162876567e-08,5.00177982688263e-09,2.4435422133706197e-05,0.0
interstitial-diffusion limited,0.3,59,3.6970511638208867,3.6970511131979853,5.062290142632264e-08,5.001810507984916e-09,2.4856603175749115e-05,0.0
interstitial-diffusion limited,0.3,60,3.6970511638208867,3.6970511127297394,5.109114731283171e-08,5.0018411889131425e-09,2.5277837352177812e-05,0.0
interstitial-diffusion limited,0.3,61,3.6970511638208867,3.6970511117462745,5.207461217793252e-08,5.001871869615909e-09,2.5698992345724037e-05,0.0
interstitial-diffusion limited,0.3,62,3.6970511638208867,3.6970511110474993,5.2773387437810015e-08,5.001902550061844e-09,2.6120324150724628e-05,0.0
interstitial-diffusion limited,0.3,63,3.6970511638208867,3.6970511099254795,5.389540724820563e-08,5.0019332304299325e-09,2.6541451191519627e-05,0.0
interstitial-diffusion limited,0.3,64,3.6970511638208867,3.6970511087304283,5.5090458417339505e-08,5.001963910535018e-09,2.6963127595536207e-05,0.0
interstitial-diffusion limited,0.3,65,3.6970511638208867,3.6970511083561446,5.5464742132471656e-08,5.001994590494079e-09,2.7383840432548823e-05,0.0
interstitial-diffusion limited,0.3,66,3.6970511638208867,3.6970511083938904,5.542699632599124e-08,5.0020252703041594e-09,2.7805196594954396e-05,0.0
interstitial-diffusion limited,0.3,67,3.6970511638208867,3.697051106601122,5.721976492623071e-08,5.0020559498201365e-09,2.8226305332168522e-05,0.0
interstitial-diffusion limited,0.3,68,3.6970511638208867,3.6970511060627143,5.775817246700399e-08,5.002086629140194e-09,2.8647508457879667e-05,0.0
interstitial-diffusion limited,0.3,69,3.6970511638208867,3.697051104289844,5.9531042762017705e-08,5.002117308452524e-09,2.906888065012936e-05,0.0
interstitial-diffusion limited,0.3,70,3.6970511638208867,3.697051104560653,5.926023360913746e-08,5.0021479873912974e-09,2.9489942008353864e-05,0.0
interstitial-diffusion limited,0.3,71,3.6970511638208867,3.6970511027878508,6.103303595850207e-08,5.002178666168523e-09,2.9911057154663467e-05,0.0
interstitial-diffusion limited,0.3,72,3.6970511638208867,3.6970511023428543,6.147803244260786e-08,5.002209344831088e-09,3.0332262184629144e-05,0.0
interstitial-diffusion limited,0.3,73,3.6970511638208867,3.697051101613102,6.220778470122923e-08,5.002240023187918e-09,3.075337926361499e-05,0.0
interstitial-diffusion limited,0.3,74,3.6970511638208867,3.697051100786045,6.303484179071006e-08,5.002270701494151e-09,3.1174717236126526e-05,0.0
interstitial-diffusion limited,0.3,75,3.6970511638208867,3.697051100683936,6.313695077864168e-08,5.0023013794842276e-09,3.159580278122576e-05,0.0
interstitial-diffusion limited,0.3,76,3.6970511638208867,3.6970510991349412,6.468594548891815e-08,5.002332057322684e-09,3.201699341559561e-05,0.0
interstitial-diffusion limited,0.3,77,3.6970511638208867,3.6970510982707756,6.555011111686326e-08,5.0023627350922405e-09,3.24383039753684e-05,0.0
interstitial-diffusion limited,0.3,78,3.6970511638208867,3.69705109597135,6.784953665572857e-08,5.002393412481782e-09,3.285984121248475e-05,0.0
interstitial-diffusion limited,0.3,79,3.6970511638208867,3.697051096804685,6.70162019211773e-08,5.002424089791415e-09,3.328055463214241e-05,0.0
interstitial-diffusion limited,0.3,80,3.6970511638208867,3.6970510943967554,6.942413133259606e-08,5.002454766826998e-09,3.370148456838251e-05,0.0
interstitial-diffusion limited,0.9,2,3.903959437033747,3.90395937321592,6.381782702291616e-08,5.0004308292255485e-09,5.914795508488169e-06,0.0
interstitial-diffusion limited,0.9,3,3.903959437033747,3.9039593414339224,9.55998245011358e-08,5.000646229519072e-09,8.87199659871385e-06,0.0
interstitial-diffusion limited,0.9,4,3.903959437033747,3.9039593093708453,1.2766290158339189e-07,5.000861620266946e-09,1.1829069563873418e-05,0.0
interstitial-diffusion limited,0.9,5,3.903959437033747,3.9039592776557077,1.5937803921062255e-07,5.001077001450412e-09,1.4786006090616866e-05,0.0
interstitial-diffusion limited,0.9,6,3.903959437033747,3.903959246084397,1.9094935010954828e-07,5.001292373096624e-09,1.7742811550647275e-05,0.0
interstitial-diffusion limited,0.9,7,3.903959437033747,3.903959213864871,2.2316887582363165e-07,5.00150773522716e-09,2.0699486114494903e-05,0.0
interstitial-diffusion limited,0.9,8,3.903959437033747,3.903959182312973,2.54720773806838e-07,5.001723087810732e-09,2.3656036546526593e-05,0.0
interstitial-diffusion limited,0.9,9,3.903959437033747,3.9039591497537645,2.8727998246935726e-07,5.001938430889223e-09,2.661245110857635e-05,0.0
interstitial-diffusion limited,0.9,10,3.903959437033747,3.903959118043742,3.1899000507706887e-07,5.0021537643127865e-09,2.9568729345896827e-05,0.0
interstitial-diffusion limited,0.9,11,3.903959437033747,3.9039590852149386,3.5181880830847945e-07,5.002369088205779e-09,3.252489428007266e-05,0.0
interstitial-diffusion limited,0.9,12,3.903959437033747,3.903959055740223,3.812935238656223e-07,5.0025844027642565e-09,3.54809252769428e-05,0.0
interstitial-diffusion limited,0.9,13,3.903959437033747,3.9039590224048277,4.146289191986341e-07,5.002799707566116e-09,3.843680610771116e-05,0.0
interstitial-diffusion limited,0.9,14,3.903959437033747,3.9039589906175873,4.464161595940652e-07,5.003015002872548e-09,4.1392561072939316e-05,0.0
interstitial-diffusion limited,0.9,15,3.903959437033747,3.9039589587187447,4.783150022724669e-07,5.0032302885939536e-09,4.4348189504717084e-05,0.0
interstitial-diffusion limited,0.9,16,3.903959437033747,3.903958928349405,5.086843417601017e-07,5.003445565068711e-09,4.730369096250797e-05,0.0
interstitial-diffusion limited,0.9,17,3.903959437033747,3.9039588964449563,5.405887906206885e-07,5.003660832124071e-09,5.025906030198257e-05,0.0
interstitial-diffusion limited,0.9,18,3.903959437033747,3.9039588625180457,5.745157012349011e-07,5.003876089053398e-09,5.321428591287258e-05,0.0
interstitial-diffusion limited,0.9,19,3.903959437033747,3.9039588291455374,6.078882095472693e-07,5.00409133668109e-09,5.616944851283279e-05,0.0
interstitial-diffusion limited,0.9,20,3.903959437033747,3.9039588029375967,6.340961502537823e-07,5.004306575373968e-09,5.9124354862660766e-05,0.0
interstitial-diffusion limited,0.9,21,3.903959437033747,3.9039587660388837,6.709948632277474e-07,5.0045218034269735e-09,6.207919102507731e-05,0.0
interstitial-diffusion limited,0.9,22,3.903959437033747,3.9039587363597192,7.006740276871426e-07,5.004737022491429e-09,6.503391801970793e-05,0.0
interstitial-diffusion limited,0.9,23,3.903959437033747,3.903958703114977,7.3391876975748e-07,5.004952232182538e-09,6.798850785116883e-05,0.0
interstitial-diffusion limited,0.9,24,3.903959437033747,3.903958667705823,7.693279240328366e-07,5.005167432325077e-09,7.094294514331523e-05,0.0
interstitial-diffusion limited,0.9,25,3.903959437033747,3.90395864035398,7.966797670455605e-07,5.005382622587554e-09,7.389727952045178e-05,0.0
interstitial-diffusion limited,0.9,26,3.903959437033747,3.9039586088543135,8.281794334763504e-07,5.005597803522521e-09,7.68514917695029e-05,0.0
interstitial-diffusion limited,0.9,27,3.903959437033747,3.903958574868019,8.621657281437933e-07,5.005812975121683e-09,7.980553584729932e-05,0.0
interstitial-diffusion limited,0.9,28,3.903959437033747,3.9039585404319315,8.966018154588085e-07,5.006028137417438e-09,8.275948411551326e-05,0.0
interstitial-diffusion limited,0.9,29,3.903959437033747,3.9039585133162307,9.237175162546407e-07,5.006243289447576e-09,8.571326699780002e-05,0.0
interstitial-diffusion limited,0.9,30,3.903959437033747,3.903958481514464,9.55519282808126e-07,5.006458432300695e-09,8.866691845810237e-05,0.0
interstitial-diffusion limited,0.9,31,3.903959437033747,3.9039584507082288,9.863255181485897e-07,5.006673566131816e-09,9.162047928157335e-05,0.0
interstitial-diffusion limited,0.9,32,3.903959437033747,3.9039584164584467,1.0205753002701101e-06,5.006888690191479e-09,9.457387433542408e-05,0.0
interstitial-diffusion limited,0.9,33,3.903959437033747,3.9039583856229934,1.0514107535719575e-06,5.007103804510806e-09,9.752713624777698e-05,0.0
interstitial-diffusion limited,0.9,34,3.903959437033747,3.903958353183752,1.0838499950871494e-06,5.007318909343512e-09,0.00010048029135134584,0.0
interstitial-diffusion limited,0.9,35,3.903959437033747,3.9039583203216797,1.116712067261716e-06,5.0075340051104554e-09,0.00010343331004492029,0.0
interstitial-diffusion limited,0.9,36,3.903959437033747,3.903958291717941,1.145315805750613e-06,5.007749091167336e-09,0.00010638622259762087,0.0
interstitial-diffusion limited,0.9,37,3.903959437033747,3.903958258582871,1.178450875993775e-06,5.007964166769198e-09,0.00010933894577647152,0.0
interstitial-diffusion limited,0.9,38,3.903959437033747,3.903958227086304,1.2099474431259694e-06,5.008179233841895e-09,0.00011229159609627004,0.0
interstitial-diffusion limited,0.9,39,3.903959437033747,3.9039581921300424,1.2449037045669797e-06,5.0083942907252225e-09,0.00011524408505181327,0.0
interstitial-diffusion limited,0.9,40,3.903959437033747,3.9039581634336153,1.2736001315793999e-06,5.008609341101321e-09,0.00011819645064292672,0.0
interstitial-diffusion limited,0.9,41,3.903959437033747,3.903958129736095,1.3072976519090673e-06,5.008824377127108e-09,0.00012114864895806932,0.0
interstitial-diffusion limited,0.9,42,3.903959437033747,3.9039580987546367,1.338279110196794e-06,5.009039405952172e-09,0.00012410076143964943,0.0
interstitial-diffusion limited,0.9,43,3.903959437033747,3.903958065027053,1.3720066940337006e-06,5.009254426933526e-09,0.00012705278075486603,0.0
interstitial-diffusion limited,0.9,44,3.903959437033747,3.9039580372200087,1.3998137382564835e-06,5.009469435201704e-09,0.00013000457094847206,0.0
interstitial-diffusion limited,0.9,45,3.903959437033747,3.9039580042801463,1.432753600649761e-06,5.009684436003902e-09,0.00013295629781850948,0.0
interstitial-diffusion limited,0.9,46,3.903959437033747,3.903957971354374,1.4656793729805884e-06,5.00989942659586e-09,0.0001359078486729004,0.0
interstitial-diffusion limited,0.9,47,3.903959437033747,3.9039579371706106,1.4998631363560833e-06,5.010114409193221e-09,0.00013885932224866337,0.0
interstitial-diffusion limited,0.9,48,3.903959437033747,3.903957906055971,1.5309777761096655e-06,5.01032937931134e-09,0.00014181067089680255,0.0
interstitial-diffusion limited,0.9,49,3.903959437033747,3.903957878092145,1.558941602031183e-06,5.0105443422599805e-09,0.00014476181779343733,0.0
interstitial-diffusion limited,0.9,50,3.903959437033747,3.903957843860821,1.5931729260287852e-06,5.010759294875321e-09,0.00014771286936365868,0.0
interstitial-diffusion limited,0.9,51,3.903959437033747,3.9039578121072074,1.6249265395451573e-06,5.010974237867687e-09,0.0001506638290322826,0.0
interstitial-diffusion limited,0.9,52,3.903959437033747,3.903957783750225,1.6532835220850473e-06,5.011189172046189e-09,0.00015361462220653266,0.0
interstitial-diffusion limited,0.9,53,3.903959437033747,3.9039577460091452,1.6910246016799135e-06,5.011404095893292e-09,0.00015656523220286545,0.0
interstitial-diffusion limited,0.9,54,3.903959437033747,3.9039577198706485,1.7171630983803254e-06,5.011619012590465e-09,0.0001595158341416436,0.0
interstitial-diffusion limited,0.9,55,3.903959437033747,3.903957683378578,1.7536551690788826e-06,5.011833917028415e-09,0.00016246618686466263,0.0
interstitial-diffusion limited,0.9,56,3.903959437033747,3.90395766049269,1.7765410569303697e-06,5.0120488167616954e-09,0.000165416513340233,0.0
interstitial-diffusion limited,0.9,57,3.903959437033747,3.9039576189542635,1.8180794834066205e-06,5.012263701107006e-09,0.00016836668223163542,0.0
interstitial-diffusion limited,0.9,58,3.903959437033747,3.9039575912957734,1.8457379735714596e-06,5.012478576521606e-09,0.00017131662002611847,0.0
interstitial-diffusion limited,0.9,59,3.903959437033747,3.9039575626161707,1.8744175762641646e-06,5.0126934451387975e-09,0.00017426652884466876,0.0
interstitial-diffusion limited,0.9,60,3.903959437033747,3.9039575240500763,1.9129836705822356e-06,5.012908301054144e-09,0.00017721633138023662,0.0
interstitial-diffusion limited,0.9,61,3.903959437033747,3.9039574939655424,1.9430682045573633e-06,5.013123151358461e-09,0.00018016593014635873,0.0
interstitial-diffusion limited,0.9,62,3.903959437033747,3.9039574612831367,1.975750610228033e-06,5.013337989854912e-09,0.00018311543956883725,0.0
interstitial-diffusion limited,0.9,63,3.903959437033747,3.9039574280392166,2.008994530289243e-06,5.013552818502415e-09,0.00018606477715366054,0.0
interstitial-diffusion limited,0.9,64,3.903959437033747,3.9039573955687485,2.041464998381315e-06,5.01376764277489e-09,0.00018901406949112243,0.0
interstitial-diffusion limited,0.9,65,3.903959437033747,3.9039573647692065,2.0722645404092077e-06,5.013982452510398e-09,0.00019196316142711112,0.0
interstitial-diffusion limited,0.9,66,3.903959437033747,3.903957334177428,2.102856318852986e-06,5.014197251680118e-09,0.00019491210781552581,0.0
interstitial-diffusion limited,0.9,67,3.903959437033747,3.9039573091727275,2.1278610193853353e-06,5.014412045444287e-09,0.0001978610051907026,0.0
interstitial-diffusion limited,0.9,68,3.903959437033747,3.903957275366251,2.161667496114461e-06,5.01462682864719e-09,0.00020080971674474313,0.0
interstitial-diffusion limited,0.9,69,3.903959437033747,3.903957244018631,2.1930151157256716e-06,5.0148415996066745e-09,0.0002037582763705359,0.0
interstitial-diffusion limited,0.9,70,3.903959437033747,3.9039572089330625,2.228100684398271e-06,5.0150563619175934e-09,0.00020670676131828714,0.0
interstitial-diffusion limited,0.9,71,3.903959437033747,3.903957180736845,2.256296901759214e-06,5.015271116512409e-09,0.00020965508102221975,0.0
interstitial-diffusion limited,0.9,72,3.903959437033747,3.9039571495391154,2.2874946314921374e-06,5.015485863157029e-09,0.00021260327605432394,0.0
interstitial-diffusion limited,0.9,73,3.903959437033747,3.9039571118708745,2.3251628724629825e-06,5.01570059701983e-09,0.0002155513187460656,0.0
interstitial-diffusion limited,0.9,74,3.903959437033747,3.9039570782221222,2.358811624691981e-06,5.015915320483129e-09,0.0002184992197982183,0.0
interstitial-diffusion limited,0.9,75,3.903959437033747,3.903957052052382,2.3849813648446627e-06,5.016130039203442e-09,0.00022144712013982826,0.0
interstitial-diffusion limited,0.9,76,3.903959437033747,3.9039570171180498,2.4199156971604907e-06,5.01634474458537e-09,0.00022439476654767532,0.0
interstitial-diffusion limited,0.9,77,3.903959437033747,3.903956991438152,2.445595594924299e-06,5.016559442284649e-09,0.00022734234002541598,0.0
interstitial-diffusion limited,0.9,78,3.903959437033747,3.90395695383103,2.483202716785371e-06,5.016774127929485e-09,0.00023028971889971217,0.0
interstitial-diffusion limited,0.9,79,3.903959437033747,3.903956928264855,2.5087688917402318e-06,5.016988808847838e-09,0.00023323706960809432,0.0
interstitial-diffusion limited,0.9,80,3.903959437033747,3.903956881309532,2.5557242149254478e-06,5.01720347610369e-09,0.00023618419430704307,0.0
